show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s1535,Movie,Bwakaw,"Philippines, Canada, United Kingdom, United States","December 16, 2020",2012,TV-MA,110 min,"Dramas, International Movies, LGBTQ Movies","Gruff and alone, retiree Rene rejects most human contact but begins to soften when he comes to terms with his homosexuality.",Philippines,2020,December,Adults
s1536,TV Show,How To Ruin Christmas,South Africa,"December 16, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,South Africa,2020,December,Adults
s1537,Movie,Incarnate,United States,"December 16, 2020",2016,PG-13,87 min,"Horror Movies, Thrillers",An unconventional demon hunter faces his greatest challenge when he steps inside the subconscious mind of a boy possessed by a powerful entity.,United States,2020,December,Teens
s1538,Movie,Lee Daniels' The Butler,United States,"December 16, 2020",2013,PG-13,132 min,Dramas,The life of a White House butler who worked for eight presidents unfolds against a backdrop of unparalleled change in American history.,United States,2020,December,Teens
s1539,TV Show,Marvel Anime: Wolverine,"United States, Japan","December 16, 2020",2011,TV-14,1 Season,"Anime Series, International TV Shows","Logan, aka mutant X-Man Wolverine, is on a quest to reclaim the love of his life – whose crime lord father is planning an arranged marriage for her.",United States,2020,December,Teens
s1540,TV Show,Marvel Anime: X-Men,Japan,"December 16, 2020",2011,TV-14,1 Season,"Anime Series, International TV Shows","A year after their dissolution, the X-Men are re-assembled by Professor Charles Xavier to investigate the kidnapping of young mutants in Japan.",Japan,2020,December,Teens
s1541,Movie,Nocturnal Animals,United States,"December 16, 2020",2016,R,117 min,"Dramas, Thrillers","Reading her ex-husband's violent novel manuscript destabilizes gallery owner Susan's life, upending her present while digging up their past.",United States,2020,December,Adults
s1542,TV Show,The Ripper,United Kingdom,"December 16, 2020",2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In the late 1970s, British police struggle to identify — let alone capture — the serial killer known throughout the world as the Yorkshire Ripper.",United Kingdom,2020,December,Adults
s1543,Movie,Vir Das: Outside In - The Lockdown Special,India,"December 16, 2020",2020,TV-MA,50 min,Stand-Up Comedy,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.,India,2020,December,Adults
s1544,TV Show,Black Ink Crew New York,United States,"December 15, 2020",2014,TV-14,2 Seasons,Reality TV,"At a Black-owned-and-operated hotspot for ink in Harlem, tattoo king Ceaser looks to expand his empire while working with a rambunctious crew.",United States,2020,December,Teens
s1545,Movie,Grizzlies,Canada,"December 15, 2020",2018,R,106 min,"Dramas, Independent Movies, Sports Movies",A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.,Canada,2020,December,Adults
s1546,TV Show,Pup Academy,United States,"December 15, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Furry friends take a re-bark-able journey in this series about an extraordinary school for the cutest, cuddliest and most curious puppies.",United States,2020,December,Kids
s1547,TV Show,Song Exploder,United States,"December 15, 2020",2020,TV-MA,2 Seasons,Docuseries,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,United States,2020,December,Adults
s1548,TV Show,Teen Mom 2,United States,"December 15, 2020",2011,TV-14,2 Seasons,Reality TV,"The highs and lows of new parenting and adulting create drama and heartbreak as life moves on for the cast of ""16 and Pregnant"" Season 2.",United States,2020,December,Teens
s1549,TV Show,The Challenge,United States,"December 15, 2020",2006,TV-14,2 Seasons,Reality TV,Reality show alumni must compete in grueling physical contests and survive eliminations amid cutthroat alliances and steamy hookups to win big money.,United States,2020,December,Teens
s1550,Movie,The Professor and the Madman,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong","December 15, 2020",2019,TV-14,125 min,"Dramas, Independent Movies","While working on the first Oxford English Dictionary, a scholar receives thousands of entries from a doctor with a lengthy vocabulary and dark secrets.",Ireland,2020,December,Teens
s1551,Movie,A California Christmas,United States,"December 14, 2020",2020,PG-13,107 min,"Comedies, Romantic Movies","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas.",United States,2020,December,Teens
s1552,TV Show,Hilda,"United Kingdom, Canada, United States","December 14, 2020",2021,TV-Y7,2 Seasons,Kids' TV,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.",United Kingdom,2020,December,Kids
s1553,TV Show,Tiny Pretty Things,United States,"December 14, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers","When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal — and cutthroat competition.",United States,2020,December,Adults
s1554,Movie,The Netflix Afterparty: The Best Shows of The Worst Year,United States,"December 13, 2020",2020,TV-MA,59 min,Comedies,"David Spade, Fortune Feimster and London Hughes welcome guests from ""Tiger King,"" ""Emily in Paris,"" ""The Queen's Gambit"" and more. Plus: Kevin Hart.",United States,2020,December,Adults
s1555,TV Show,Children of Adam,Lebanon,"December 12, 2020",2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Amid crime and corruption, the lives of two couples intertwine as unexpected events soon reveal their dark secrets and tainted pasts.",Lebanon,2020,December,Teens
s1556,TV Show,Grizzy et les Lemmings,France,"December 12, 2020",2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Strong, whip-smart Grizzy rules a Canadian forest, where he has his paws full with a family of frolicsome lemmings.",France,2020,December,Kids
s1557,Movie,A Trash Truck Christmas,United States,"December 11, 2020",2020,TV-Y,28 min,Children & Family Movies,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",United States,2020,December,Kids
s1558,Movie,Canvas,United States,"December 11, 2020",2020,G,9 min,"Children & Family Movies, Dramas","After a heartbreaking loss, a grandfather struggling to reclaim his passion for painting finds the inspiration to create again.",United States,2020,December,Kids
s1559,Movie,Giving Voice,United States,"December 11, 2020",2020,PG-13,91 min,Documentaries,"Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway.",United States,2020,December,Teens
s1560,TV Show,The Mess You Leave Behind,Spain,"December 11, 2020",2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before... and begins fearing for her own life.,Spain,2020,December,Adults
s1561,Movie,The Prom,United States,"December 11, 2020",2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,United States,2020,December,Teens
s1562,Movie,Torbaaz,India,"December 11, 2020",2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies","At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport.",India,2020,December,Adults
s1563,TV Show,Alice in Borderland,Japan,"December 10, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries","An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.",Japan,2020,December,Adults
s1564,Movie,Funny Boy,"Canada, United States","December 10, 2020",2020,TV-MA,109 min,"Dramas, LGBTQ Movies","A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s.",Canada,2020,December,Adults
s1565,TV Show,Futmalls.com,United States,"December 10, 2020",2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,United States,2020,December,Teens
s1566,Movie,Just The Way You Are,Philippines,"December 10, 2020",2016,TV-G,107 min,"International Movies, Romantic Movies",An overconfident teen bets he can make a homely transfer student fall in love with him in 30 days — but the wager starts to play games with his heart.,Philippines,2020,December,Kids
s1567,Movie,She's the One,Philippines,"December 10, 2020",2013,TV-14,111 min,"Dramas, International Movies, Romantic Movies","When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",Philippines,2020,December,Teens
s1568,Movie,The Panti Sisters,Philippines,"December 10, 2020",2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",Three gay siblings are told by their terminally ill father that they must each produce a grandchild in order to inherit their share of his fortune.,Philippines,2020,December,Adults
s1569,Movie,"Kalel, 15",Philippines,"December 9, 2020",2019,TV-MA,105 min,"Dramas, Independent Movies, International Movies","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.",Philippines,2020,December,Adults
s1570,TV Show,Masameer Classics,Saudi Arabia,"December 9, 2020",2013,TV-14,4 Seasons,"International TV Shows, TV Comedies","Through dark comedy and eccentric characters, this web series offers a humorous view of the changes and cultural shifts in Saudi Arabia from 2011-2019.",Saudi Arabia,2020,December,Teens
s1571,TV Show,Once Upon a Time,Egypt,"December 9, 2020",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Fighting to save his ancestors' mansion from demolition, Youssef unpacks a series of love stories that took place there with a journalist.",Egypt,2020,December,Teens
s1572,Movie,Rose Island,Italy,"December 9, 2020",2020,TV-14,119 min,"Comedies, Dramas, International Movies","An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government.",Italy,2020,December,Teens
s1573,TV Show,The Big Show Show,United States,"December 9, 2020",2020,TV-G,2 Seasons,"Kids' TV, TV Comedies",Former WWE wrestler the Big Show is out of the ring and ready for an even tougher challenge: raising three daughters with his wife in Florida.,United States,2020,December,Kids
s1574,TV Show,The Expanding Universe of Ashley Garcia,United States,"December 9, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,United States,2020,December,Teens
s1575,TV Show,The Surgeon's Cut,United States,"December 9, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","They’re philosophers, storytellers and pioneers in their fields. Four surgeons reflect on their lives and professions in this inspiring docuseries.",United States,2020,December,Teens
s1576,Movie,André & his olive tree,Singapore,"December 8, 2020",2020,TV-PG,104 min,"Documentaries, International Movies","As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection.",Singapore,2020,December,Teens
s1577,Movie,Bobbleheads The Movie,United States,"December 8, 2020",2020,PG,83 min,"Children & Family Movies, Comedies",A team of bobbleheads band together to defend their collector’s home when uninvited relatives barge in looking to steal from his prized collection.,United States,2020,December,Older Kids
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,Brazil,"December 8, 2020",2020,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals","Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.",Brazil,2020,December,Adults
s1579,TV Show,Juman,Kuwait,"December 8, 2020",2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Despite their estranged families, Juman and Hisham fall in love and get married but their different outlooks on life soon threaten their relationship.",Kuwait,2020,December,Teens
s1580,TV Show,Mr. Iglesias,United States,"December 8, 2020",2020,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,United States,2020,December,Teens
s1581,Movie,Spirit Riding Free: Ride Along Adventure,United States,"December 8, 2020",2020,TV-Y7,79 min,Children & Family Movies,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,United States,2020,December,Kids
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,United States,"December 8, 2020",2020,TV-Y,24 min,Children & Family Movies,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!",United States,2020,December,Kids
s1583,Movie,Triple 9,United States,"December 8, 2020",2016,R,115 min,"Dramas, Thrillers",A group of dirty Atlanta cops blackmailed by the Russian mob plan a seemingly impossible heist that sets off an explosive chain reaction of violence.,United States,2020,December,Adults
s1584,TV Show,100 Days My Prince,South Korea,"December 7, 2020",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Upon losing his memory, a crown prince encounters a commoner’s life and experiences unforgettable love as the husband to Joseon’s oldest bachelorette.",South Korea,2020,December,Teens
s1585,Movie,Ava,United States,"December 7, 2020",2020,R,97 min,"Action & Adventure, Dramas",An elite assassin wrestling with doubts about her work scrambles to protect herself — and her estranged family — after a hit goes dangerously wrong.,United States,2020,December,Adults
s1586,TV Show,Manhunt: Deadly Games,United States,"December 7, 2020",2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","Despite his heroics, security guard Richard Jewell becomes a suspect in the FBI investigation of a foiled terrorist attack at the 1996 Olympics.",United States,2020,December,Teens
s1587,TV Show,Room 2806: The Accusation,France,"December 7, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn at the height of his career.,France,2020,December,Adults
s1588,TV Show,Detention,Taiwan,"December 5, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,Taiwan,2020,December,Adults
s1589,Movie,Mighty Express: A Mighty Christmas,Canada,"December 5, 2020",2020,TV-Y,26 min,Children & Family Movies,The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa’s presents and save Christmas for all the kids in Tracksville.,Canada,2020,December,Kids
s1590,TV Show,Bhaag Beanie Bhaag,India,"December 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up.",India,2020,December,Adults
s1591,TV Show,Big Mouth,United States,"December 4, 2020",2020,TV-MA,4 Seasons,TV Comedies,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,United States,2020,December,Adults
s1592,Movie,Captain Underpants Mega Blissmas,United States,"December 4, 2020",2020,TV-Y7,46 min,"Children & Family Movies, Comedies",Christmas gets weird — really weird — after George and Harold go back in time to change up a few of their beloved holiday's traditions.,United States,2020,December,Kids
s1593,Movie,Christmas Crossfire,Germany,"December 4, 2020",2020,TV-MA,106 min,"Comedies, International Movies, Thrillers","A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",Germany,2020,December,Adults
s1594,TV Show,Kings of Jo'Burg,South Africa,"December 4, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",South Africa,2020,December,Adults
s1595,Movie,Leyla Everlasting,Turkey,"December 4, 2020",2020,TV-MA,113 min,"Comedies, International Movies","A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",Turkey,2020,December,Adults
s1596,Movie,MANK,United States,"December 4, 2020",2020,R,133 min,"Dramas, Independent Movies",1930s Hollywood is reevaluated through the eyes of scathing wit and alcoholic screenwriter Herman J. Mankiewicz as he races to finish “Citizen Kane.”,United States,2020,December,Adults
s1597,TV Show,The Great British Baking Show: Holidays,United States,"December 4, 2020",2020,TV-MA,3 Seasons,"British TV Shows, Reality TV","Deck the halls with sugar, butter and chocolate as competitors from past seasons bake sweet Yuletide treats for judges Paul Hollywood and Prue Leith.",United States,2020,December,Adults
s1598,Movie,You Are My Home,United States,"December 4, 2020",2020,TV-PG,93 min,"Children & Family Movies, Dramas","After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles.",United States,2020,December,Teens
s1599,Movie,Between Maybes,Philippines,"December 3, 2020",2019,TV-14,108 min,"Dramas, International Movies, Romantic Movies","A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.",Philippines,2020,December,Teens
s1600,Movie,Break,"France, Belgium","December 3, 2020",2018,TV-MA,96 min,"Comedies, Dramas, International Movies","After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities.",France,2020,December,Adults
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,United States,"December 3, 2020",2020,TV-Y,25 min,Children & Family Movies,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster.",United States,2020,December,Kids
s1602,Movie,Just Another Christmas,Brazil,"December 3, 2020",2020,TV-MA,101 min,"Comedies, International Movies","Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",Brazil,2020,December,Adults
s1603,Movie,Must Be... Love,Philippines,"December 3, 2020",2013,TV-14,106 min,"Comedies, Dramas, International Movies","When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.",Philippines,2020,December,Teens
s1604,TV Show,Alien Worlds,United Kingdom,"December 2, 2020",2020,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",United Kingdom,2020,December,Teens
s1605,Movie,Ari Eldjárn: Pardon My Icelandic,Iceland,"December 2, 2020",2020,TV-MA,54 min,Stand-Up Comedy,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.",Iceland,2020,December,Adults
s1606,TV Show,Check The Store Next Door: The Next Chapter,Indonesia,"December 2, 2020",2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas","When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.",Indonesia,2020,December,Teens
s1607,Movie,Fierce,Poland,"December 2, 2020",2020,TV-MA,118 min,"Comedies, Dramas, International Movies","A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father, a member of the jury.",Poland,2020,December,Adults
s1608,Movie,Hazel Brugger: Tropical,Germany,"December 2, 2020",2020,TV-MA,58 min,Stand-Up Comedy,"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more.",Germany,2020,December,Adults
s1609,Movie,3 Days to Kill,"United States, France, Serbia","December 1, 2020",2014,PG-13,117 min,Action & Adventure,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.,United States,2020,December,Teens
s1610,Movie,Angela's Christmas Wish,United States,"December 1, 2020",2020,TV-Y,48 min,Children & Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays.",United States,2020,December,Kids
s1611,Movie,Angels & Demons,"United States, Italy","December 1, 2020",2009,PG-13,139 min,Thrillers,A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.,United States,2020,December,Teens
s1612,TV Show,Are You The One,United States,"December 1, 2020",2014,TV-14,2 Seasons,Reality TV,"Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize.",United States,2020,December,Teens
s1613,Movie,Chef,United States,"December 1, 2020",2014,R,115 min,"Comedies, Independent Movies","After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck.",United States,2020,December,Adults
s1614,Movie,Effie Gray,United Kingdom,"December 1, 2020",2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out.",United Kingdom,2020,December,Teens
s1615,TV Show,Gormiti,"Spain, Italy","December 1, 2020",2018,TV-Y,1 Season,Kids' TV,Four friends become guardians of the island Gorm and must harness powers of the elements to stop an evil lord and his army from ruling the kingdom.,Spain,2020,December,Kids
s1616,TV Show,Ink Master,United States,"December 1, 2020",2012,TV-14,2 Seasons,Reality TV,"Ten of the country's most skilled tattoo artists compete for $100,000 and the title of Ink Master in this high-stakes elimination competition.",United States,2020,December,Teens
s1617,Movie,Monster House,United States,"December 1, 2020",2006,PG,91 min,"Children & Family Movies, Comedies","A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",United States,2020,December,Older Kids
s1618,Movie,Natalie Palamides: Nate - A One Man Show,United States,"December 1, 2020",2020,TV-MA,60 min,Comedies,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience.",United States,2020,December,Adults
s1619,TV Show,Octonauts,"United States, Ireland, United Kingdom, India","December 1, 2020",2015,TV-Y,4 Seasons,"British TV Shows, Kids' TV",A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,United States,2020,December,Kids
s1620,TV Show,Oddbods,"United Kingdom, Singapore","December 1, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Seven furry, colorful friends who live in the small town of Oddsville like to play, have adventures and get into all sorts of creative mischief.",United Kingdom,2020,December,Kids
s1621,Movie,Peppermint,"Hong Kong, United States","December 1, 2020",2018,R,102 min,Action & Adventure,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice.",Hong Kong,2020,December,Adults
s1622,Movie,Quigley Down Under,"Australia, United States","December 1, 2020",1990,PG-13,120 min,Action & Adventure,"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner.",Australia,2020,December,Teens
s1623,TV Show,Stargate SG-1,"United States, Canada","December 1, 2020",2006,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Stargate Command roars into action when Jack O'Neill and his crew find a Stargates map that lets them combat alien maneuvers all across the galaxy.,United States,2020,December,Adults
s1624,TV Show,The Bachelorette,United States,"December 1, 2020",2010,TV-14,1 Season,"Reality TV, Romantic TV Shows",Beloved “Bachelor” contestant Ali Fedotowsky embarks on her own search for happily ever after and navigates the thrills and spills of reality TV romance.,United States,2020,December,Teens
s1625,Movie,The Da Vinci Code,"United States, Malta, France, United Kingdom","December 1, 2020",2006,PG-13,149 min,Thrillers,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci.",United States,2020,December,Teens
s1626,TV Show,The Guest,South Korea,"December 1, 2020",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst.",South Korea,2020,December,Teens
s1627,Movie,The Happytime Murders,"United States, China, Canada","December 1, 2020",2018,R,91 min,"Action & Adventure, Comedies","In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show.",United States,2020,December,Adults
s1628,TV Show,The Holiday Movies That Made Us,United States,"December 1, 2020",2020,TV-PG,1 Season,Docuseries,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",United States,2020,December,Teens
s1629,TV Show,The Repair Shop,United Kingdom,"December 1, 2020",2018,TV-PG,1 Season,"British TV Shows, Reality TV",Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.,United Kingdom,2020,December,Teens
s1630,Movie,U-Turn,Philippines,"December 1, 2020",2020,TV-MA,99 min,"Horror Movies, International Movies",A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.,Philippines,2020,December,Adults
s1631,Movie,Finding Agnes,Philippines,"November 30, 2020",2020,TV-PG,106 min,"Dramas, International Movies","On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",Philippines,2020,November,Teens
s1632,Movie,Rust Creek,United States,"November 30, 2020",2018,R,108 min,Thrillers,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble.,United States,2020,November,Adults
s1633,Movie,Spookley and the Christmas Kittens,United States,"November 30, 2020",2019,TV-Y,45 min,Children & Family Movies,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home.",United States,2020,November,Kids
s1634,Movie,The 2nd,United States,"November 30, 2020",2020,TV-MA,93 min,Action & Adventure,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping.",United States,2020,November,Adults
s1635,TV Show,The Uncanny Counter,South Korea,"November 29, 2020",2020,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.",South Korea,2020,November,Teens
s1636,Movie,A Go! Go! Cory Carson Christmas,United States,"November 27, 2020",2020,TV-Y,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone.",United States,2020,November,Kids
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,United States,"November 27, 2020",2020,TV-PG,81 min,"Children & Family Movies, Documentaries","This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker.""",United States,2020,November,Teens
s1638,Movie,Don’t Listen,Spain,"November 27, 2020",2020,TV-MA,98 min,"Horror Movies, International Movies","After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert.",Spain,2020,November,Adults
s1639,TV Show,Fabulous Lives of Bollywood Wives,India,"November 27, 2020",2020,TV-MA,1 Season,"International TV Shows, Reality TV","Cameras follow the banter and bonding between four fun-loving women from Bollywood’s inner circle as they juggle professions, family and friendship.",India,2020,November,Adults
s1640,TV Show,Heartbreak High,Australia,"November 27, 2020",1999,TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.,Australia,2020,November,Teens
s1641,TV Show,Over Christmas,Germany,"November 27, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Down-and-out musician Bastian battles the blues as he returns home for Christmas and encounters a series of not-so-cheery surprises.,Germany,2020,November,Adults
s1642,TV Show,Sugar Rush Christmas,United States,"November 27, 2020",2020,TV-14,2 Seasons,Reality TV,"It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.",United States,2020,November,Teens
s1643,Movie,The Beast,Italy,"November 27, 2020",2020,TV-MA,100 min,"Action & Adventure, International Movies","To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",Italy,2020,November,Adults
s1644,Movie,The Call,South Korea,"November 27, 2020",2020,TV-MA,112 min,"International Movies, Thrillers","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",South Korea,2020,November,Adults
s1645,Movie,Fantastica,Philippines,"November 26, 2020",2018,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.,Philippines,2020,November,Teens
s1646,Movie,Larry the Cable Guy: Remain Seated,United States,"November 26, 2020",2020,TV-14,68 min,Stand-Up Comedy,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America.",United States,2020,November,Teens
s1647,Movie,Mosul,United States,"November 26, 2020",2020,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul.",United States,2020,November,Adults
